73395,0.00,-0.01,-0.70
73417,0.01,0.02,-0.69
73440,0.00,-0.00,-0.70
73462,0.00,0.00,-0.70
73484,0.00,-0.01,-0.70
73506,0.00,0.02,-0.70
73529,0.01,0.03,-0.69
73551,0.00,-0.00,-0.70
73573,0.00,-0.00,-0.70
73595,0.00,-0.01,-0.70
73617,0.00,0.02,-0.70
73639,0.00,0.00,-0.70
73661,0.00,-0.00,-0.70
73683,0.00,-0.00,-0.70
73705,0.00,-0.00,-0.70
73727,0.00,-0.00,-0.70
73749,-1.40,-2.87,-0.70
73771,-1.37,-2.78,-0.67
73793,-1.28,-2.78,-0.58
73815,-1.18,-1.41,-0.48
73838,-1.14,-3.27,-0.44
73860,-1.00,-3.33,-0.30
73882,-0.84,-2.46,-0.14
73904,-0.78,-1.84,-0.08
73926,-0.63,-1.49,0.07
73948,-0.55,-1.26,0.15
73970,-0.46,-0.94,0.24
73992,-0.39,-0.95,0.31
74014,-0.30,-0.76,0.40
74036,-0.21,-0.58,0.49
74058,-0.26,-0.64,0.44
74080,-0.24,-0.61,0.46
74102,-0.24,-0.57,0.46
74124,-0.19,-0.32,0.51
74146,-0.10,-0.25,0.60
74168,-0.16,-0.40,0.54
74190,-0.12,-0.36,0.58
74212,-0.10,-0.33,0.60
74234,-0.12,-0.18,0.58
74256,-0.09,-0.22,0.61
74278,-0.06,-0.17,0.64
74300,-0.05,-0.10,0.65
74322,-0.04,-0.12,0.66
74344,-0.02,-0.09,0.68
74366,0.01,0.00,0.71
74388,-0.02,-0.04,0.68
74410,-0.02,-0.04,0.68
74432,-0.06,-0.14,0.64
74454,0.02,0.08,0.72
74476,-0.02,-0.05,0.68
74498,0.02,0.06,0.72
74520,-0.01,-0.13,0.69
74542,-0.02,-0.00,0.68
74564,-0.01,-0.03,0.69
74586,-0.02,-0.01,0.68
74608,-0.01,0.00,0.69
74630,-0.01,-0.05,0.69
74653,-0.01,-0.02,0.69
74675,-0.01,-0.04,0.69
74697,-0.01,-0.02,0.69
74719,-0.02,-0.04,0.68
74741,-0.01,-0.01,0.69
74764,-0.01,-0.02,0.69
74786,-0.01,-0.01,0.69
74808,-0.01,-0.04,0.69
74830,-0.01,-0.02,0.69
74852,-0.01,-0.02,0.69
74874,-0.01,-0.02,0.69
74896,-0.01,-0.02,0.69
74918,-0.01,-0.02,0.69
74940,0.01,0.01,0.71
74962,-0.01,-0.02,0.69
74984,0.02,0.04,0.72
75006,0.01,-0.00,0.71
75028,-0.01,0.00,0.69
75050,0.01,-0.01,0.71
75072,-0.01,0.00,0.69
75094,-0.01,0.00,0.69
75116,-0.01,-0.04,0.69
75138,0.01,0.02,0.71
75160,-0.01,-0.02,0.69
75182,0.01,0.01,0.71
75204,-0.01,-0.03,0.69
75226,-0.01,0.00,0.69
75248,-0.01,-0.03,0.69
75270,-0.02,-0.03,0.68
75292,-0.01,-0.02,0.69
75315,0.01,0.00,0.71
75337,-0.01,-0.01,0.69
75359,-0.01,-0.04,0.69
75381,-0.01,-0.03,0.69
75403,-0.01,0.01,0.69
75425,-0.01,-0.01,0.69
75447,-0.01,-0.02,0.69
75470,-0.01,-0.02,0.69
75492,0.01,0.01,0.71
75514,-0.01,-0.02,0.69
75536,-0.01,-0.02,0.69
75558,-0.01,-0.03,0.69
75580,-0.01,0.00,0.69
75602,-0.01,-0.02,0.69
75624,-0.01,-0.02,0.69
75646,-0.01,-0.02,0.69
75668,-0.01,-0.02,0.69
75690,-0.01,-0.02,0.69
75712,-0.01,-0.02,0.69
75734,-0.01,-0.02,0.69
75756,-0.01,-0.02,0.69
75778,-0.01,-0.02,0.69
75800,-0.01,-0.02,0.69
75822,-0.01,-0.02,0.69
75844,0.01,0.01,0.71
75866,0.01,0.01,0.71
75888,-0.01,-0.02,0.69
75910,-0.01,-0.03,0.69
75932,-0.01,-0.01,0.69
75954,-0.01,0.00,0.69
75976,-0.01,-0.02,0.69
75998,0.01,0.00,0.71
76020,-0.02,-0.05,0.68
76042,-0.01,-0.02,0.69
76064,-0.01,-0.03,0.69
76086,-0.01,0.01,0.69
76108,-0.01,-0.03,0.69
76130,-0.01,-0.03,0.69
76152,0.01,0.01,0.71
76174,-0.01,-0.02,0.69
76196,-0.01,-0.02,0.69
76218,-0.01,-0.03,0.69
76240,0.01,0.03,0.71
76262,-0.01,-0.02,0.69
76284,-0.01,-0.02,0.69
76306,-0.01,-0.03,0.69
76328,0.01,0.03,0.71
76350,-0.01,-0.02,0.69
76372,-0.01,-0.02,0.69
76394,0.01,-0.01,0.71
76417,-0.01,-0.00,0.69
76439,-0.01,-0.01,0.69
76461,0.01,-0.01,0.71
76483,-0.01,-0.00,0.69
76505,-0.01,-0.02,0.69
76527,-0.02,-0.06,0.68
76549,-0.01,-0.00,0.69
76571,1.39,2.85,0.69
76593,1.34,2.72,0.64
76615,1.25,2.71,0.55
76637,1.17,1.38,0.47
76659,1.07,3.17,0.37
76681,0.96,3.23,0.26
76703,0.84,2.44,0.14
76725,0.72,1.76,0.02
76747,0.61,1.40,-0.09
76769,0.51,1.12,-0.19
76791,0.47,1.02,-0.23
76813,0.40,0.92,-0.30
76835,0.33,0.82,-0.37
76857,0.29,0.70,-0.41
76879,0.28,0.70,-0.42
76901,0.18,0.49,-0.52
76923,0.17,0.40,-0.53
76945,0.18,0.38,-0.52
76968,0.15,0.41,-0.55
76990,0.11,0.24,-0.59
77012,0.07,0.12,-0.63
77034,0.06,0.16,-0.64
77056,0.08,0.24,-0.62
77078,0.07,0.18,-0.63
77100,-0.01,-0.03,-0.71
77123,0.06,0.07,-0.64
77145,0.00,0.01,-0.70
77167,0.04,0.18,-0.66
77189,-0.01,-0.12,-0.71
77211,0.03,0.10,-0.67
77233,0.04,0.05,-0.66
77255,0.03,0.11,-0.67
77277,0.06,0.07,-0.64
77299,0.10,0.19,-0.60
77321,-0.04,-0.04,-0.74
77343,0.00,0.01,-0.70
77365,0.00,-0.02,-0.70
77387,-0.01,0.13,-0.71
77409,0.00,-0.06,-0.70
77432,0.00,-0.06,-0.70
77454,0.00,-0.00,-0.70
77476,-0.01,-0.04,-0.71
77498,0.00,0.00,-0.70
77520,0.00,0.01,-0.70
77542,-0.01,-0.01,-0.71
77564,0.00,-0.02,-0.70
77586,-0.01,-0.03,-0.71
77608,-0.01,-0.02,-0.71
77631,-0.01,-0.05,-0.71
77654,0.00,0.01,-0.70
77676,0.00,-0.00,-0.70
77698,0.00,-0.01,-0.70
77720,0.00,-0.02,-0.70
77743,0.00,0.01,-0.70
77765,0.00,0.01,-0.70
77787,0.00,0.00,-0.70
77809,0.00,0.00,-0.70
77831,0.03,0.06,-0.67
77853,-0.04,-0.09,-0.74
77875,-0.01,-0.03,-0.71
77897,0.01,-0.00,-0.69
77919,-0.01,0.04,-0.71
77941,-0.01,-0.07,-0.71
77963,0.00,-0.05,-0.70
77985,-0.01,0.00,-0.71
78007,-0.01,-0.02,-0.71
78029,0.03,0.03,-0.67
78051,0.03,0.07,-0.67
78074,-0.01,-0.02,-0.71
78096,-0.01,-0.07,-0.71
78118,-0.01,-0.01,-0.71
78141,-0.01,0.03,-0.71
78163,-0.01,-0.04,-0.71
78185,-0.01,-0.06,-0.71
78207,-0.01,-0.05,-0.71
78230,-0.01,-0.04,-0.71
78252,-0.01,-0.03,-0.71
78274,-0.07,-0.14,-0.77
78296,0.04,0.09,-0.66
78318,-0.01,-0.04,-0.71
78340,-0.01,0.02,-0.71
78362,0.00,-0.13,-0.70
78384,-0.01,0.03,-0.71
78406,-0.01,-0.00,-0.71
78428,-0.01,-0.05,-0.71
78450,-0.03,-0.05,-0.73
78472,-0.03,-0.06,-0.73
78495,-0.01,-0.04,-0.71
78517,0.03,0.06,-0.67
78539,0.04,0.07,-0.66
78561,-0.01,-0.05,-0.71
78583,-0.01,-0.06,-0.71
78605,-0.03,-0.04,-0.73
78628,-0.01,0.06,-0.71
78650,-0.01,-0.03,-0.71
78672,-0.06,-0.13,-0.76
78694,0.04,0.04,-0.66
78716,-0.01,-0.05,-0.71
78738,-0.01,0.01,-0.71
78761,-0.01,-0.13,-0.71
78783,-0.01,0.04,-0.71
78805,-0.01,-0.00,-0.71
78827,-0.01,-0.04,-0.71
78849,-0.01,-0.05,-0.71
78871,-0.01,-0.04,-0.71
78893,-0.01,-0.04,-0.71
78915,0.00,-0.01,-0.70
78937,-0.01,-0.03,-0.71
78959,-0.01,-0.03,-0.71
78981,-0.01,-0.04,-0.71
79003,-0.03,-0.04,-0.73
79025,-0.08,-0.17,-0.78
79047,0.00,-0.01,-0.70
79069,0.00,-0.01,-0.70
79091,-0.01,0.01,-0.71
79113,0.00,-0.11,-0.70
79135,-0.01,-0.03,-0.71
79157,0.00,0.05,-0.70
79179,-0.01,-0.03,-0.71
79201,0.00,0.01,-0.70
79223,0.00,-0.02,-0.70
79245,0.00,0.01,-0.70
79267,0.00,-0.02,-0.70
79290,-0.01,-0.03,-0.71
79313,0.00,0.01,-0.70
79335,0.00,0.00,-0.70
79357,-0.01,-0.01,-0.71
79379,-0.01,-0.05,-0.71
79402,-1.40,-2.87,-0.70
79424,-1.40,-2.83,-0.70
79446,-1.28,-2.78,-0.58
79468,-1.18,-1.43,-0.48
79490,-1.10,-3.16,-0.40
79512,-0.97,-3.30,-0.27
79535,-0.86,-2.51,-0.16
79558,-0.72,-1.75,-0.02
79580,-0.64,-1.48,0.06
79602,-0.55,-1.18,0.15
79624,-0.48,-1.06,0.22
79646,-0.39,-0.89,0.31
79668,-0.35,-0.88,0.35
79690,-0.27,-0.70,0.43
79712,-0.27,-0.70,0.43
79735,-0.26,-0.60,0.44
79757,-0.20,-0.51,0.50
79779,-0.17,-0.36,0.53
79801,-0.17,-0.38,0.53
79823,-0.16,-0.42,0.54
79845,-0.10,-0.28,0.60
79867,-0.15,-0.32,0.55
79890,-0.08,-0.19,0.62
79912,-0.06,-0.21,0.64
79934,-0.05,-0.07,0.65
79956,-0.04,-0.15,0.66
79978,-0.08,-0.18,0.62
80000,-0.02,-0.04,0.68
80023,-0.02,-0.05,0.68
80045,0.01,0.05,0.71
80067,-0.01,-0.09,0.69
80089,-0.01,-0.03,0.69
80111,-0.01,-0.03,0.69
80134,-0.01,0.02,0.69
80156,-0.01,-0.01,0.69
80178,0.02,0.04,0.72
80200,-0.01,-0.02,0.69
80223,-0.01,-0.02,0.69
80245,-0.01,-0.05,0.69
80267,-0.01,0.02,0.69
80289,-0.01,-0.01,0.69
80311,-0.01,-0.03,0.69
80333,-0.01,-0.03,0.69
80355,-0.01,-0.02,0.69
80377,0.01,0.01,0.71
80399,-0.01,-0.02,0.69
80422,-0.02,-0.04,0.68
80444,0.01,-0.00,0.71
80466,-0.01,-0.00,0.69
80488,0.01,0.03,0.71
80510,-0.01,-0.06,0.69
80532,0.01,0.02,0.71
80554,-0.01,-0.02,0.69
80576,-0.01,0.00,0.69
80598,-0.01,-0.03,0.69
80621,-0.01,-0.00,0.69
80643,-0.01,-0.02,0.69
80665,-0.01,-0.03,0.69
80687,-0.02,-0.05,0.68
80709,-0.04,-0.08,0.66
80732,-0.01,-0.02,0.69
80754,-0.01,-0.01,0.69
80776,0.01,0.01,0.71
80798,-0.01,-0.06,0.69
80820,-0.01,-0.02,0.69
80842,-0.01,-0.02,0.69
80864,-0.01,0.01,0.69
80886,-0.01,-0.01,0.69
80908,-0.02,-0.05,0.68
80930,-0.01,-0.02,0.69
80952,-0.01,-0.02,0.69
80974,0.02,0.05,0.72
80996,0.01,-0.01,0.71
81018,-0.01,-0.02,0.69
81042,-0.01,-0.03,0.69
81064,-0.01,0.01,0.69
81086,-0.01,0.01,0.69
81108,-0.01,-0.03,0.69
81130,-0.01,-0.03,0.69
81152,-0.01,-0.03,0.69
81175,0.01,0.01,0.71
81197,-0.01,-0.02,0.69
81220,-0.01,-0.02,0.69
81242,-0.01,-0.03,0.69
81264,-0.01,0.00,0.69
81286,-0.01,-0.02,0.69
81308,0.01,0.00,0.71
81330,-0.01,-0.02,0.69
81352,-0.01,-0.02,0.69
