61572,-0.45
61573,-0.47
61574,-0.45
61574,-0.45
61575,-0.45
61576,-0.47
61576,-0.45
61577,-0.45
61578,-0.45
61578,-0.45
61579,-0.45
61580,-0.47
61580,-0.45
61581,-0.45
61582,-0.45
61582,-0.45
61583,-0.45
61584,-0.45
61584,-0.44
61585,-0.42
61586,-0.45
61586,-0.45
61587,-0.45
61588,-0.45
61588,-0.45
61589,-0.45
61590,-0.47
61590,-0.45
61591,-0.45
61592,-0.45
61593,-0.44
61593,-0.47
61594,-0.45
61595,-0.45
61595,-0.45
61596,-0.45
61597,-0.45
61597,-0.45
61598,-0.45
61599,-0.47
61599,-0.45
61600,-0.45
61601,-0.47
61601,-0.45
61602,-0.47
61603,-0.45
61603,-0.44
61604,-0.47
61605,-0.45
61605,-0.45
61606,-0.45
61607,-0.45
61607,-0.45
61608,-0.45
61609,-0.45
61609,-0.47
61610,-0.45
61611,-0.44
61611,-0.45
61612,-0.44
61613,-0.45
61613,-0.45
61614,-0.44
61615,-0.47
61616,-0.45
61616,-0.45
61617,-0.45
61618,-0.45
61618,-0.45
61619,-0.45
61620,-0.45
61620,-0.45
61621,-0.45
61622,-0.45
61622,-0.47
61623,-0.45
61624,-0.45
61624,-0.45
61625,-0.45
61626,-0.45
61626,-0.45
61627,-0.45
61628,-0.45
61628,-0.45
61629,-0.45
61630,-0.45
61630,-0.45
61631,-0.45
61632,-0.47
61632,-0.44
61633,-0.45
61634,-0.47
61634,-0.45
61635,-0.45
61636,-0.45
61636,-0.45
61637,-0.45
61638,-0.45
61638,-0.45
61639,-0.45
61640,-0.44
61641,-0.45
61641,-0.45
61642,-0.45
61642,-0.51
61643,-0.45
61644,-0.45
61644,-0.45
61645,-0.45
61646,-0.47
61646,-0.47
61647,-0.45
61648,-0.45
61649,-0.47
61649,-0.47
61650,-0.45
61651,-0.45
61651,-0.47
61652,-0.45
61653,-0.45
61653,-0.45
61654,-0.47
61655,-0.47
61655,-0.47
61656,-0.45
61657,-0.45
61657,-0.47
61658,-0.45
61659,-0.45
61659,-0.47
61660,-0.45
61661,-0.45
61661,-0.44
61662,-0.45
61663,-0.45
61663,-0.45
61664,-0.45
61665,-0.47
61666,-0.45
61666,-0.45
61667,-0.45
61668,-0.45
61668,-0.45
61669,-0.47
61670,-0.45
61670,-0.45
61671,-0.45
61672,-0.45
61673,-0.45
61673,-0.45
61674,-0.45
61674,-0.45
61675,-0.47
61676,-0.45
61677,-0.45
61677,-0.45
61678,-0.45
61679,-0.45
61679,-0.47
61680,-0.47
61681,-0.45
61681,-0.47
61682,-0.45
61683,-0.45
61683,-0.47
61684,-0.47
61685,-0.45
61685,-0.45
61686,-0.45
61687,-0.45
61687,-0.45
61688,-0.47
61689,-0.45
61689,-0.41
61690,-0.45
61691,-0.45
61691,-0.45
61692,-0.45
61693,-0.47
61694,-0.47
61694,-0.45
61695,-0.45
61696,-0.45
61696,-0.45
61697,-0.45
61698,-0.47
61698,-0.45
61699,-0.45
61700,-0.47
61700,-0.45
61701,-0.45
61702,-0.45
61702,-0.47
61703,-0.47
61704,-0.45
61704,-0.47
61705,-0.47
61706,-0.45
61706,-0.45
61707,-0.47
61708,-0.45
61708,-0.45
61709,-0.44
61710,-0.45
61710,-0.45
61711,-0.45
61712,-0.45
61712,-0.45
61713,-0.45
61714,-0.47
61714,-0.45
61715,-0.47
61716,-0.47
61716,-0.45
61717,-0.47
61718,-0.45
61718,-0.47
61719,-0.47
61720,-0.45
61721,-0.45
61721,-0.45
61722,-0.47
61723,-0.45
61723,-0.47
61724,-0.47
61725,-0.45
61725,-0.44
61726,-0.45
61727,-0.47
61727,-0.47
61728,-0.47
61729,-0.45
61729,-0.45
61730,-0.45
61731,-0.45
61731,-0.45
61732,-0.45
61733,-0.45
61733,-0.45
