-0.95,-0.94,
-0.93,-0.93,
-0.93,-0.93,
-0.93,-0.93,
-0.93,-0.93,
-0.95,-0.94,
-0.93,-0.92,
-0.89,-0.88,
-0.93,-0.92,
-0.93,-0.92,
-0.93,-0.92,
-0.95,-0.93,
-0.95,-0.93,
-0.93,-0.92,
-0.89,-0.87,
-0.93,-0.91,
-0.93,-0.91,
-0.66,-0.64,
-0.44,-0.42,
-0.29,-0.26,
-0.16,-0.14,
-0.08,-0.05,
-0.08,-0.05,
-0.08,-0.05,
-0.08,-0.05,
-0.08,-0.05,
-0.07,-0.04,
-0.08,-0.05,
-0.09,-0.06,
-0.09,-0.06,
-0.08,-0.04,
-0.09,-0.06,
-0.08,-0.04,
-0.08,-0.04,
-0.08,-0.04,
-0.08,-0.04,
-0.08,-0.04,
-0.08,-0.04,
-0.08,-0.04,
-0.09,-0.05,
-0.08,-0.03,
-0.08,-0.03,
-0.08,-0.03,
-0.08,-0.03,
-0.08,-0.03,
-0.08,-0.03,
-0.07,-0.02,
-0.08,-0.03,
-0.08,-0.03,
-0.07,-0.01,
-0.07,-0.01,
-0.07,-0.01,
-0.08,-0.02,
-0.07,-0.01,
-0.08,-0.02,
-0.07,-0.01,
-0.07,-0.01,
-0.07,-0.00,
-0.05,0.01,
-0.07,-0.00,
-0.07,-0.00,
-0.07,-0.00,
-0.07,0.00,
-0.07,0.00,
-0.07,0.00,
-0.07,0.00,
-0.07,0.00,
-0.05,0.02,
-0.07,0.01,
-0.07,0.01,
-0.07,0.01,
-0.07,0.01,
-0.07,0.01,
-0.05,0.03,
-0.08,-0.00,
-0.05,0.03,
-0.07,0.01,
-0.05,0.03,
-0.07,0.02,
-0.07,0.02,
-0.07,0.02,
-0.08,0.01,
-0.07,0.02,
-0.07,0.02,
-0.05,0.04,
-0.07,0.02,
-0.08,0.01,
-0.07,0.03,
-0.05,0.04,
-0.05,0.04,
-0.05,0.04,
-0.05,0.04,
-0.05,0.04,
-0.05,0.05,
-0.05,0.05,
-0.07,0.03,
-0.05,0.05,
-0.05,0.05,
-0.05,0.05,
-0.05,0.05,
-0.05,0.05,
-0.04,0.07,
0.13,0.23,
0.40,0.51,
0.69,0.80,
0.99,1.10,
1.41,1.52,
1.48,1.59,
0.75,0.86,
-0.95,-0.83,
-0.88,-0.76,
-0.92,-0.80,
-0.93,-0.82,
-0.92,-0.80,
-0.92,-0.80,
-0.93,-0.81,
